Sign,segment,url,FingerSelection,Aperture,Curve,Bent,Width,Facing,Focus,Dynamic Orientation,Location,Plane,Settings,Path,Paddle,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,H2 Dynamic Orientation,H2 Location,H2 Plane,H2 Settings,H2 Path,H2 Paddle,manner_tense,manner_repeated,manner_laceration,manner_symmetrical,manner_alternating,manner_biderectional,file,labeled_url,iconic,Anna_Klezovich_comments
заниматься.гимнастикой,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6359--заниматься гимнастикой--заниматься гимнастикой.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,tips,,shoulder,,far-near,straight,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,tips,,shoulder,,far-near,straight,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,заниматься гимнастикой--заниматься гимнастикой,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6359--заниматься гимнастикой--заниматься гимнастикой.mp4?raw=true' target='_blank'>заниматься.гимнастикой</a>,iconic,
не.знать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6409--не знать--не знать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,back,,head-high,,"near-far,contra-ipsi",straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,не знать--не знать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6409--не знать--не знать.mp4?raw=true' target='_blank'>не.знать</a>,non iconic,
мечтать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6475--мечтать--мечтать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight-bent,wide,palm,,,head-high,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,мечтать--мечтать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6475--мечтать--мечтать.mp4?raw=true' target='_blank'>мечтать</a>,non iconic,
дрейфовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6490--дрейфовать--дрейфовать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight-bent,wide,palm,palm,,virtual_object,horisontal,ipsi-contra,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,дрейфовать--дрейфовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6490--дрейфовать--дрейфовать.mp4?raw=true' target='_blank'>дрейфовать</a>,iconic,
дрейфовать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6490--дрейфовать--дрейфовать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight-bent,wide,palm,back,,space,horisontal,ipsi-contra,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,дрейфовать--дрейфовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6490--дрейфовать--дрейфовать.mp4?raw=true' target='_blank'>дрейфовать</a>,iconic,
зарабатывать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6605--зарабатывать--зарабатывать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,back,ulnar,,hand-palm,horisontal,distal-proxi,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,зарабатывать--зарабатывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6605--зарабатывать--зарабатывать.mp4?raw=true' target='_blank'>зарабатывать</a>,non iconic,
зарабатывать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6605--зарабатывать--зарабатывать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,palm,ulnar,,virtual_object,horisontal,distal-proxi,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,зарабатывать--зарабатывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6605--зарабатывать--зарабатывать.mp4?raw=true' target='_blank'>зарабатывать</a>,non iconic,
есть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6620--есть--есть.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed,straight,bent,pointed,tips,tips,,head-low,,far-near,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,есть--есть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6620--есть--есть.mp4?raw=true' target='_blank'>есть</a>,iconic,
нанимать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6802--нанимать--нанимать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,back,ulnar,,space,horisontal,"distal-proxi,ipsi-contra,contra-ipsi",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,нанимать--нанимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6802--нанимать--нанимать.mp4?raw=true' target='_blank'>нанимать</a>,non iconic,
нанимать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6802--нанимать--нанимать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,back,radial,,space,horisontal,"distal-proxi,ipsi-contra,contra-ipsi",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,нанимать--нанимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6802--нанимать--нанимать.mp4?raw=true' target='_blank'>нанимать</a>,non iconic,
выкапывать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7009--выкапывать--MVI_6848.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,palm,ulnar,supine-prone,space,horisontal,ipsi-contra,iconic,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,выкапывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7009--выкапывать--MVI_6848.mp4?raw=true' target='_blank'>выкапывать</a>,iconic,
выкапывать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7009--выкапывать--MVI_6848.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,palm,ulnar,supine-prone,virtual_object,horisontal,ipsi-contra,iconic,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,выкапывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7009--выкапывать--MVI_6848.mp4?raw=true' target='_blank'>выкапывать</a>,iconic,
выдыхать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7044--выдыхать--MVI_6893.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,bent,wide,palm,back,,trunk,,near-far,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,выдыхать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7044--выдыхать--MVI_6893.mp4?raw=true' target='_blank'>выдыхать</a>,iconic,
существовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7058--существовать--MVI_6910.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,ulnar,ulnar,,hand-palm,horisontal,far-near,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,существовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7058--существовать--MVI_6910.mp4?raw=true' target='_blank'>существовать</a>,non iconic,
ожидать_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7067--ожидать--MVI_6920.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,root,,trunk,,high-low,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ожидать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7067--ожидать--MVI_6920.mp4?raw=true' target='_blank'>ожидать</a>,non iconic,
облегчать_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7145--облегчать--MVI_7017.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,palm,,head-low,,contra-ipsi,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,облегчать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7145--облегчать--MVI_7017.mp4?raw=true' target='_blank'>облегчать</a>,non iconic,
затухать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7153--постепенно затухать--MVI_7027.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,back,root,,space,parallel,high-low,wave,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,постепенно затухать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7153--постепенно затухать--MVI_7027.mp4?raw=true' target='_blank'>затухать</a>,iconic,
воевать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7324--воевать--MVI_7239.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,tips,,space,horisontal,"proxi-distal,ipsi-contra,contra-ipsi",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,воевать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7324--воевать--MVI_7239.mp4?raw=true' target='_blank'>воевать</a>,non iconic,
воевать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7324--воевать--MVI_7239.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,root,,space,horisontal,"proxi-distal,ipsi-contra,contra-ipsi",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,воевать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7324--воевать--MVI_7239.mp4?raw=true' target='_blank'>воевать</a>,non iconic,
финансировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7354--финансировать--MVI_7279.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight,bent,pointed,back,tips,,hand-palm,horisontal,far-near,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,финансировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7354--финансировать--MVI_7279.mp4?raw=true' target='_blank'>финансировать</a>,non iconic,
вспыхнуть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7444--вспыхнуть--MVI_7412.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed-open,curved-straight,bent-straight,pointed-wide,back,tips,,space,parallel,low-high,straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,вспыхнуть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7444--вспыхнуть--MVI_7412.mp4?raw=true' target='_blank'>вспыхнуть</a>,iconic,
течь,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7499--течь--MVI_7494.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight-bent,wide,palm,tips,,space,horisontal,"ipsi-contra,contra-ipsi",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,течь,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7499--течь--MVI_7494.mp4?raw=true' target='_blank'>течь</a>,iconic,
трепетать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7515--трепетать--MVI_7514.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,,,space,horisontal,ipsi-contra,straight,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,,,space,horisontal,ipsi-contra,straight,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,трепетать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7515--трепетать--MVI_7514.mp4?raw=true' target='_blank'>трепетать</a>,iconic,
часто посещать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7674--часто посещать--MVI_7715.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,ulnar,tips,,hand-back,horisontal,"proxi-distal,ipsi-contra",straight,,,,,,,palm,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,часто посещать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7674--часто посещать--MVI_7715.mp4?raw=true' target='_blank'>часто посещать</a>,iconic,
часто посещать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7674--часто посещать--MVI_7715.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,ulnar,tips,,space,horisontal,"proxi-distal,ipsi-contra",straight,,,,,,,palm,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,часто посещать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7674--часто посещать--MVI_7715.mp4?raw=true' target='_blank'>часто посещать</a>,iconic,
одеться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7882--одеться--MVI_7975.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed,straight,bent,pointed,tips,back,,trunk,,ipsi-contra,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,одеться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7882--одеться--MVI_7975.mp4?raw=true' target='_blank'>одеться</a>,iconic,
давать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7911--давать--MVI_8011.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open,straight,straight,pointed,,radial,neutral-supine,space,horisontal,proxi-distal,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,давать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7911--давать--MVI_8011.mp4?raw=true' target='_blank'>давать</a>,iconic,
сдаваться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7915--сдаваться--MVI_8018.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,,back,,space,parallel,iconic,iconic,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,сдаваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7915--сдаваться--MVI_8018.mp4?raw=true' target='_blank'>сдаваться</a>,iconic,
идти,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7949--идти--MVI_8066.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open,straight,straight,pointed,back,radial,,space,horisontal,proxi-distal,straight,,"[1-st,2-nd,3-rd,4-th]",open,straight,straight,pointed,back,radial,,space,horisontal,proxi-distal,straight,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,идти,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7949--идти--MVI_8066.mp4?raw=true' target='_blank'>идти</a>,iconic,
схватить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8010--схватить--MVI_8143.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,palm,palm,,virtual_object,horisontal,"far-near,high-low",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,схватить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8010--схватить--MVI_8143.mp4?raw=true' target='_blank'>схватить</a>,iconic,
схватить,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8010--схватить--MVI_8143.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,palm,palm,,space,horisontal,"far-near,high-low",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,схватить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8010--схватить--MVI_8143.mp4?raw=true' target='_blank'>схватить</a>,iconic,
натирать.на.терке,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8062--натирать на терке--MVI_8207.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,palm,ulnar,,hand-palm,horisontal,proxi-distal,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,натирать на терке,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8062--натирать на терке--MVI_8207.mp4?raw=true' target='_blank'>натирать.на.терке</a>,iconic,
приветствовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8091--приветствовать--MVI_8248.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,ulnar,,space,parallel,contra-ipsi,arc,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,приветствовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8091--приветствовать--MVI_8248.mp4?raw=true' target='_blank'>приветствовать</a>,iconic,
приветствовать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8091--приветствовать--MVI_8248.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,radial,,space,parallel,contra-ipsi,arc,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,приветствовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8091--приветствовать--MVI_8248.mp4?raw=true' target='_blank'>приветствовать</a>,iconic,
крепко держать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8105--крепко держать--MVI_8270.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,palm,,,space,horisontal,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,крепко держать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8105--крепко держать--MVI_8270.mp4?raw=true' target='_blank'>крепко держать</a>,iconic,
случаться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8259--случаться--MVI_8483.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,,,prone-neutral,space,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,случаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8259--случаться--MVI_8483.mp4?raw=true' target='_blank'>случаться</a>,non iconic,
штриховать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8297--штриховать--MVI_8531.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,palm,,hand-palm,sagittal,high-low,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,штриховать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8297--штриховать--MVI_8531.mp4?raw=true' target='_blank'>штриховать</a>,iconic,
держать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8492--держать--MVI_8819.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,back,,,space,horisontal,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,держать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8492--держать--MVI_8819.mp4?raw=true' target='_blank'>держать</a>,iconic,
улучшать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8762--улучшать--MVI_9304.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,back,,hand-palm,sagittal,low-high,straight,,,,,,,back,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,улучшать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8762--улучшать--MVI_9304.mp4?raw=true' target='_blank'>улучшать</a>,iconic,
"наводнять, наполнять",1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8878--наводнять, наполнять--MVI_9480.mp4?raw=true","[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,tips,,space,horisontal,"ipsi-contra,proxi-distal",straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"наводнять, наполнять","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8878--наводнять, наполнять--MVI_9480.mp4?raw=true' target='_blank'>наводнять, наполнять</a>",iconic,
обновлять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8929--обновлять--MVI_9550.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,back,tips,,hand-palm,parallel,"far-near,low-high",arc,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,обновлять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8929--обновлять--MVI_9550.mp4?raw=true' target='_blank'>обновлять</a>,non iconic,
знакомить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9041--знакомить--MVI_9715.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open,curved,straight,pointed,palm,palm,supine-prone,hand-palm,horisontal,far-near,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,знакомить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9041--знакомить--MVI_9715.mp4?raw=true' target='_blank'>знакомить</a>,iconic,
приглашать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9064--приглашать--MVI_9742.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,bent,pointed,ulnar,ulnar,,space,horisontal,distal-proxi,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,приглашать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9064--приглашать--MVI_9742.mp4?raw=true' target='_blank'>приглашать</a>,iconic,
вибрировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9154--сильно вибрировать--MVI_9857.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,,prone-neutral,space,horisontal,,,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,,prone-neutral,space,horisontal,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,сильно вибрировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9154--сильно вибрировать--MVI_9857.mp4?raw=true' target='_blank'>вибрировать</a>,iconic,
вибрировать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9154--сильно вибрировать--MVI_9857.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,,prone-neutral,virtual_object,horisontal,,,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,,prone-neutral,virtual_object,horisontal,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,сильно вибрировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9154--сильно вибрировать--MVI_9857.mp4?raw=true' target='_blank'>вибрировать</a>,iconic,
недоставать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9280--недоставать--недоставать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,curved,straight,pointed,tips,ulnar,,neck,,high-low,straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,недоставать--недоставать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9280--недоставать--недоставать.mp4?raw=true' target='_blank'>недоставать</a>,non iconic,
продолжать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9316--продолжаться--продолжаться.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,palm,,hand-palm,horisontal,"near-far,high-low",straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,продолжаться--продолжаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9316--продолжаться--продолжаться.mp4?raw=true' target='_blank'>продолжать</a>,non iconic,
продолжать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9316--продолжаться--продолжаться.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,root,,hand-palm,horisontal,"near-far,high-low",straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,продолжаться--продолжаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9316--продолжаться--продолжаться.mp4?raw=true' target='_blank'>продолжать</a>,non iconic,
приподнять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9449--приподнять--приподнять.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight,bent,pointed,back,palm,,space,horisontal,low-high,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,приподнять--приподнять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9449--приподнять--приподнять.mp4?raw=true' target='_blank'>приподнять</a>,iconic,
слушать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9511--слушать--слушать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open,curved,straight,pointed,radial,radial,,head-side,,far-near,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,слушать--слушать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9511--слушать--слушать.mp4?raw=true' target='_blank'>слушать</a>,iconic,
опустить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9600--опустить--опустить.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,bent,pointed,palm,root,,space,parallel,high-low,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,опустить--опустить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9600--опустить--опустить.mp4?raw=true' target='_blank'>опустить</a>,iconic,
поддерживать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9682--поддерживать--поддерживать (2).mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,back,palm,,space,horisontal,low-high,spiral,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,поддерживать--поддерживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9682--поддерживать--поддерживать (2).mp4?raw=true' target='_blank'>поддерживать</a>,iconic,
